name,title,amount,desc,type,utf8,func
kg,!,,Mass of the international prototype,primitive,,
kilogram,kg,,,primitive,,
s,!,,Duration of 9192631770 periods of the radiation,primitive,,
second,s,,corresponding to the transition between the two hyperfine,primitive,,
m,!,,Length of the path traveled by light in a vacuum,primitive,,
meter,m,,during 1|299792458 seconds.  Originally meant to be,primitive,,
A,!,,The current which produces a force of 2e-7 N/m between two,primitive,,
ampere,A,,infinitely long wires that are 1 meter apart,primitive,,
amp,ampere,,,primitive,,
cd,!,,Luminous intensity in a given direction of a source which,primitive,,
candela,cd,,emits monochromatic radiation at 540e12 Hz with radiant,primitive,,
mol,!,,The amount of substance of a system which contains as many,primitive,,
mole,mol,,elementary entities as there are atoms in 0.012 kg of,primitive,,
K,!,,1|273.16 of the thermodynamic temperature of the triple,primitive,,
kelvin,K,,point of water,primitive,,
radian,!dimensionless,,The angle subtended at the center of a circle by,primitive,,
sr,!dimensionless,,Solid angle which cuts off an area of the surface,primitive,,
steradian,sr,,of the sphere equal to that of a square with,primitive,,
B,!,,,primitive,,
byte,B,,,primitive,,
bit,B,1|8,Basic unit of information (entropy).  The entropy in bits,primitive,,
yotta-,1e24,,"Greek or Latin octo, ""eight""",prefix,,
zetta-,1e21,,"Latin septem, ""seven""",prefix,,
exa-,1e18,,"Greek hex, ""six""",prefix,,
peta-,1e15,,"Greek pente, ""five""",prefix,,
tera-,1e12,,"Greek teras, ""monster""",prefix,,
giga-,1e9,,"Greek gigas, ""giant""",prefix,,
mega-,1e6,,"Greek megas, ""large""",prefix,,
myria-,1e4,,Not an official SI prefix,prefix,,
kilo-,1e3,,"Greek chilioi, ""thousand""",prefix,,
hecto-,1e2,,"Greek hekaton, ""hundred""",prefix,,
deca-,1e1,,"Greek deka, ""ten""",prefix,,
deka-,deca,,,prefix,,
deci-,1e-1,,"Latin decimus, ""tenth""",prefix,,
centi-,1e-2,,"Latin centum, ""hundred""",prefix,,
milli-,1e-3,,"Latin mille, ""thousand""",prefix,,
micro-,1e-6,,"Latin micro or Greek mikros, ""small""",prefix,,
nano-,1e-9,,"Latin nanus or Greek nanos, ""dwarf""",prefix,,
pico-,1e-12,,"Spanish pico, ""a bit""",prefix,,
femto-,1e-15,,"Danish-Norwegian femten, ""fifteen""",prefix,,
atto-,1e-18,,"Danish-Norwegian atten, ""eighteen""",prefix,,
zepto-,1e-21,,"Latin septem, ""seven""",prefix,,
yocto-,1e-24,,"Greek or Latin octo, ""eight""",prefix,,
quarter-,1|4,,,prefix,,
semi-,0.5,,,prefix,,
demi-,0.5,,,prefix,,
hemi-,0.5,,,prefix,,
half-,0.5,,,prefix,,
double-,2,,,prefix,,
triple-,3,,,prefix,,
treble-,3,,,prefix,,
kibi-,2^10,,In response to the convention of illegally,prefix,,
mebi-,2^20,,and confusingly using metric prefixes for,prefix,,
gibi-,2^30,,"powers of two, the International",prefix,,
tebi-,2^40,,Electrotechnical Commission aproved these,prefix,,
pebi-,2^50,,binary prefixes for use in 1998.  If you,prefix,,
exbi-,2^60,,"want to refer to ""megabytes"" using the",prefix,,
zebi-,2^70,,,prefix,,
yobi-,2^80,,,prefix,,
Ki-,kibi,,"binary definition, use these prefixes.",prefix,,
Mi-,mebi,,,prefix,,
Gi-,gibi,,,prefix,,
Ti-,tebi,,,prefix,,
Pi-,pebi,,,prefix,,
Ei-,exbi,,,prefix,,
Zi-,zebi,,,prefix,,
Yi-,yobi,,,prefix,,
Y-,yotta,,,prefix,,
Z-,zetta,,,prefix,,
E-,exa,,,prefix,,
P-,peta,,,prefix,,
T-,tera,,,prefix,,
G-,giga,,,prefix,,
M-,mega,,,prefix,,
k-,kilo,,,prefix,,
h-,hecto,,,prefix,,
da-,deka,,,prefix,,
d-,deci,,,prefix,,
c-,centi,,,prefix,,
m-,milli,,,prefix,,
u-,micro,,it should be a mu but u is easy to type,prefix,,
mu-,micro,,,prefix,,
n-,nano,,,prefix,,
p-,pico,,,prefix,,
f-,femto,,,prefix,,
a-,atto,,,prefix,,
z-,zepto,,,prefix,,
y-,yocto,,,prefix,,
one,1,,,numbers,,
two,2,,,numbers,,
double,2,,,numbers,,
couple,2,,,numbers,,
three,3,,,numbers,,
triple,3,,,numbers,,
four,4,,,numbers,,
quadruple,4,,,numbers,,
five,5,,,numbers,,
quintuple,5,,,numbers,,
six,6,,,numbers,,
seven,7,,,numbers,,
eight,8,,,numbers,,
nine,9,,,numbers,,
ten,10,,,numbers,,
eleven,11,,,numbers,,
twelve,12,,,numbers,,
thirteen,13,,,numbers,,
fourteen,14,,,numbers,,
fifteen,15,,,numbers,,
sixteen,16,,,numbers,,
seventeen,17,,,numbers,,
eighteen,18,,,numbers,,
nineteen,19,,,numbers,,
twenty,20,,,numbers,,
thirty,30,,,numbers,,
forty,40,,,numbers,,
fifty,50,,,numbers,,
sixty,60,,,numbers,,
seventy,70,,,numbers,,
eighty,80,,,numbers,,
ninety,90,,,numbers,,
hundred,100,,,numbers,,
thousand,1000,,,numbers,,
million,1e6,,,numbers,,
twoscore,score,two,,numbers,,
threescore,score,three,,numbers,,
fourscore,score,four,,numbers,,
fivescore,score,five,,numbers,,
sixscore,score,six,,numbers,,
sevenscore,score,seven,,numbers,,
eightscore,score,eight,,numbers,,
ninescore,score,nine,,numbers,,
tenscore,score,ten,,numbers,,
twelvescore,score,twelve,,numbers,,
shortbillion,1e9,,,numbers,,
shorttrillion,1e12,,,numbers,,
shortquadrillion,1e15,,,numbers,,
shortquintillion,1e18,,,numbers,,
shortsextillion,1e21,,,numbers,,
shortseptillion,1e24,,,numbers,,
shortoctillion,1e27,,,numbers,,
shortnonillion,1e30,,,numbers,,
shortnoventillion,shortnonillion,,,numbers,,
shortdecillion,1e33,,,numbers,,
shortundecillion,1e36,,,numbers,,
shortduodecillion,1e39,,,numbers,,
shorttredecillion,1e42,,,numbers,,
shortquattuordecillion,1e45,,,numbers,,
shortquindecillion,1e48,,,numbers,,
shortsexdecillion,1e51,,,numbers,,
shortseptendecillion,1e54,,,numbers,,
shortoctodecillion,1e57,,,numbers,,
shortnovemdecillion,1e60,,,numbers,,
shortvigintillion,1e63,,,numbers,,
centillion,1e303,,,numbers,,
googol,1e100,,,numbers,,
longbillion,million^2,,,numbers,,
longtrillion,million^3,,,numbers,,
longquadrillion,million^4,,,numbers,,
longquintillion,million^5,,,numbers,,
longsextillion,million^6,,,numbers,,
longseptillion,million^7,,,numbers,,
longoctillion,million^8,,,numbers,,
longnonillion,million^9,,,numbers,,
longnoventillion,longnonillion,,,numbers,,
longdecillion,million^10,,,numbers,,
longundecillion,million^11,,,numbers,,
longduodecillion,million^12,,,numbers,,
longtredecillion,million^13,,,numbers,,
longquattuordecillion,million^14,,,numbers,,
longquindecillion,million^15,,,numbers,,
longsexdecillion,million^16,,,numbers,,
longseptdecillion,million^17,,,numbers,,
longoctodecillion,million^18,,,numbers,,
longnovemdecillion,million^19,,,numbers,,
longvigintillion,million^20,,,numbers,,
milliard,million,1000,,numbers,,
billiard,million^2,1000,,numbers,,
trilliard,million^3,1000,,numbers,,
quadrilliard,million^4,1000,,numbers,,
quintilliard,million^5,1000,,numbers,,
sextilliard,million^6,1000,,numbers,,
septilliard,million^7,1000,,numbers,,
octilliard,million^8,1000,,numbers,,
nonilliard,million^9,1000,,numbers,,
noventilliard,nonilliard,,,numbers,,
decilliard,million^10,1000,,numbers,,
longmilliard,milliard,,,numbers,,
longbilliard,billiard,,,numbers,,
longtrilliard,trilliard,,,numbers,,
longquadrilliard,quadrilliard,,,numbers,,
longquintilliard,quintilliard,,,numbers,,
longsextilliard,sextilliard,,,numbers,,
longseptilliard,septilliard,,,numbers,,
longoctilliard,octilliard,,,numbers,,
longnonilliard,nonilliard,,,numbers,,
longnoventilliard,noventilliard,,,numbers,,
longdecilliard,decilliard,,,numbers,,
billion,shortbillion,,,numbers,,
trillion,shorttrillion,,,numbers,,
quadrillion,shortquadrillion,,,numbers,,
quintillion,shortquintillion,,,numbers,,
sextillion,shortsextillion,,,numbers,,
septillion,shortseptillion,,,numbers,,
octillion,shortoctillion,,,numbers,,
nonillion,shortnonillion,,,numbers,,
noventillion,shortnoventillion,,,numbers,,
decillion,shortdecillion,,,numbers,,
undecillion,shortundecillion,,,numbers,,
duodecillion,shortduodecillion,,,numbers,,
tredecillion,shorttredecillion,,,numbers,,
quattuordecillion,shortquattuordecillion,,,numbers,,
quindecillion,shortquindecillion,,,numbers,,
sexdecillion,shortsexdecillion,,,numbers,,
septendecillion,shortseptendecillion,,,numbers,,
octodecillion,shortoctodecillion,,,numbers,,
novemdecillion,shortnovemdecillion,,,numbers,,
vigintillion,shortvigintillion,,,numbers,,
lakh,1e5,,,numbers,,
crore,1e7,,,numbers,,
arab,1e9,,,numbers,,
kharab,1e11,,,numbers,,
neel,1e13,,,numbers,,
padm,1e15,,,numbers,,
shankh,1e17,,,numbers,,
US,m/ft,1200|3937,These four values will convert,us,,
US-,US,,international measures to,us,,
survey-,US,,US Survey measures,us,,
geodetic-,US,,,us,,
int,ft/m,3937|1200,Convert US Survey measures to,us,,
int-,int,,international measures,us,,
yard,ft,3,,us,,
yd,yard,,,us,,
mile,ft,5280,The mile was enlarged from 5000 ft,us,,
line,inch,1|12,Also defined as '.1 in' or as '1e-8 Wb',us,,
rod,yard,5.5,,us,,
perch,rod,,,us,,
furlong,rod,40,"From ""furrow long""",us,,
statutemile,mile,,,us,,
league,mile,3,Intended to be an an hour's walk,us,,
surveyorschain,surveyft,66,,us,,
surveychain,surveyorschain,,,us,,
surveyorspole,surveyorschain,1|4,,us,,
surveyorslink,surveyorschain,1|100,,us,,
chain,ft,66,,us,,
link,chain,1|100,,us,,
ch,chain,,,us,,
USacre,surveychain^2,10,,us,,
intacre,chain^2,10,Acre based on international ft,us,,
intacrefoot,foot,acre,,us,,
USacrefoot,surveyfoot,USacre,,us,,
acrefoot,intacrefoot,,,us,,
acre,intacre,,,us,,
section,mile^2,,,us,,
township,section,36,,us,,
homestead,acre,160,Area of land granted by the 1862 Homestead,us,,
gunterschain,surveyorschain,,,us,,
engineerschain,ft,100,,us,,
engineerslink,engineerschain,1|100,,us,,
ramsdenschain,engineerschain,,,us,,
ramsdenslink,engineerslink,,,us,,
gurleychain,feet,33,Andrew Ellicott chain is the,us,,
gurleylink,gurleychain,1|50,same length,us,,
wingchain,feet,66,"Chain from 1664, introduced by",us,,
winglink,wingchain,1|80,"Vincent Wing, also found in a",us,,
troughtonyard,mm,914.42190,,us,,
bronzeyard11,mm,914.39980,,us,,
mendenhallyard,surveyyard,,,us,,
internationalyard,yard,,,us,,
fathom,ft,6,Originally defined as the distance from,us,,
nauticalmile,m,1852,Supposed to be one minute of latitude at,us,,
cable,nauticalmile,1|10,,us,,
intcable,cable,,international cable,us,,
cablelength,cable,,,us,,
UScable,USfathom,100,,us,,
navycablelength,USft,720,used for depth in water,us,,
marineleague,nauticalmile,3,,us,,
geographicalmile,brnauticalmile,,,us,,
click,km,,US military slang,us,,
klick,click,,,us,,
pound,kg,0.45359237,The one normally used,us,,
lb,pound,,From the latin libra,us,,
grain,pound,1|7000,The grain is the same in all three,us,,
ounce,pound,1|16,,us,,
oz,ounce,,,us,,
dram,ounce,1|16,,us,,
dr,dram,,,us,,
ushundredweight,pounds,100,,us,,
cwt,hundredweight,,,us,,
shorthundredweight,ushundredweight,,,us,,
uston,shortton,,,us,,
shortton,lb,2000,,us,,
quarterweight,uston,1|4,,us,,
shortquarterweight,shortton,1|4,,us,,
shortquarter,shortquarterweight,,,us,,
troypound,grain,5760,,us,,
troyounce,troypound,1|12,,us,,
ozt,troyounce,,,us,,
pennyweight,troyounce,1|20,"Abbreviated ""d"" in reference to a",us,,
dwt,pennyweight,,"Frankish coin called the ""denier""",us,,
fineounce,troyounce,,A troy ounce of 99.5% pure gold,us,,
metriccarat,gram,0.2,Defined in 1907,us,,
metricgrain,mg,50,,us,,
carat,metriccarat,,,us,,
ct,carat,,,us,,
jewelerspoint,carat,1|100,,us,,
silversmithpoint,inch,1|4000,,us,,
momme,grams,3.75,Traditional Japanese unit based,us,,
appound,troypound,,,us,,
apounce,troyounce,,,us,,
apdram,apounce,1|8,,us,,
apscruple,apdram,1|3,,us,,
usgallon,in^3,231,US liquid measure is derived from,us,,
gallon,usgallon,,,us,,
gal,gallon,,the British wine gallon of 1707.,us,,
quart,gallon,1|4,"See the ""winegallon"" entry below",us,,
pint,quart,1|2,more historical information.,us,,
gill,pint,1|4,,us,,
usquart,usgallon,1|4,,us,,
uspint,usquart,1|2,,us,,
usgill,uspint,1|4,,us,,
usfluidounce,uspint,1|16,,us,,
fluiddram,usfloz,1|8,,us,,
minimvolume,fluiddram,1|60,,us,,
qt,quart,,,us,,
pt,pint,,,us,,
floz,fluidounce,,,us,,
usfloz,usfluidounce,,,us,,
fldr,fluiddram,,,us,,
liquidbarrel,usgallon,31.5,,us,,
usbeerbarrel,beerkegs,2,,us,,
beerkeg,usgallon,15.5,Various among brewers,us,,
ponykeg,beerkeg,1|2,,us,,
winekeg,usgallon,12,,us,,
petroleumbarrel,usgallon,42,Originated in Pennsylvania oil,us,,
barrel,petroleumbarrel,,"fields, from the winetierce",us,,
bbl,barrel,,,us,,
ushogshead,liquidbarrel,2,,us,,
usfirkin,usgallon,9,,us,,
usbushel,in^3,2150.42,Volume of 8 inch cylinder with 18.5,us,,
bu,bushel,,inch diameter (rounded),us,,
peck,bushel,1|4,,us,,
uspeck,usbushel,1|4,,us,,
brpeck,brbushel,1|4,,us,,
pk,peck,,,us,,
drygallon,uspeck,1|2,,us,,
dryquart,drygallon,1|4,,us,,
drypint,dryquart,1|2,,us,,
drybarrel,in^3,7056,"Used in US for fruits, vegetables,",us,,
cranberrybarrel,in^3,5826,US cranberry barrel,us,,
heapedbushel,usbushel,1.278,The following explanation for this,us,,
wheatbushel,lb,60,,us,,
soybeanbushel,lb,60,,us,,
cornbushel,lb,56,,us,,
ryebushel,lb,56,,us,,
barleybushel,lb,48,,us,,
oatbushel,lb,32,,us,,
ricebushel,lb,45,,us,,
canada_oatbushel,lb,34,,us,,
ponyvolume,usfloz,1,,us,,
jigger,usfloz,1.5,Can vary between 1 and 2 usfloz,us,,
shot,jigger,,Sometimes 1 usfloz,us,,
eushot,ml,25,EU standard spirits measure,us,,
fifth,usgallon,1|5,,us,,
winebottle,ml,750,"US industry standard, 1979",us,,
winesplit,winebottle,1|4,,us,,
magnum,liter,1.5,"Standardized in 1979, but given",us,,
metrictenth,ml,375,,us,,
metricfifth,ml,750,,us,,
metricquart,liter,1,,us,,
reputedquart,brgallon,1|6,,us,,
reputedpint,reputedquart,1|2,,us,,
brwinebottle,reputedquart,,Very close to 1|5 winegallon,us,,
split,ml,200,,us,,
jeroboam,magnum,2,,us,,
rehoboam,magnum,3,,us,,
methuselah,magnum,4,,us,,
imperialbottle,magnum,4,,us,,
salmanazar,magnum,6,,us,,
balthazar,magnum,8,,us,,
nebuchadnezzar,magnum,10,,us,,
solomon,magnum,12,,us,,
melchior,magnum,12,,us,,
sovereign,magnum,17.5,,us,,
primat,magnum,18,,us,,
goliath,magnum,18,,us,,
melchizedek,magnum,20,,us,,
midas,magnum,20,,us,,
wineglass,mL,150,"the size of a ""typical"" serving",us,,
coffeeratio,g/L,55,± 10%,us,,
clarkdegree,grains/brgallon,,Content by weigh of calcium carbonate,us,,
gpg,grains/usgallon,,Divide by water's density to convert to,us,,
shoeiron,inch,1|48,Used to measure leather in soles,us,,
shoeounce,inch,1|64,Used to measure non-sole shoe leather,us,,
shoesize_delta,inch,1|3,USA shoe sizes differ by this amount,us,,
shoe_men0,inch,8.25,,us,,
shoe_women0,inch,(7+11|12),,us,,
shoe_boys0,inch,(3+11|12),,us,,
shoe_girls0,inch,(3+7|12),,us,,
europeshoesize,cm,2|3,,us,,true
buck,US$,,,us,,true
fin,US$,5,,us,,true
sawbuck,US$,10,,us,,true
usgrand,US$,1000,,us,,true
greenback,US$,,,us,,true
key,kg,,"usually of marijuana, 60's",us,,true
lid,oz,1,Another 60's weed unit,us,,true
footballfield,usfootballfield,,,us,,true
usfootballfield,yards,100,,us,,true
canadafootballfield,yards,110,And 65 yards wide,us,,true
spherevol(),spherevolume,,,geometric,,true
atomicmass,electronmass,,,fundamental,,
atomiccharge,e,,,fundamental,,
atomicaction,hbar,,,fundamental,,
atomiclength,bohrradius,,,fundamental,,
hartree,atomicenergy,,,fundamental,,
TIME,second,,,astronomical,,
anomalisticyear,days,365.2596,The time between successive,astronomical,,
siderealyear,day,365.256360417,The time for the earth to make,astronomical,,
tropicalyear,day,365.242198781,The time needed for the mean sun,astronomical,,
eclipseyear,days,346.62,The line of nodes is the,astronomical,,
saros,synodicmonth,223,"The earth, moon and sun appear in",astronomical,,
siderealday,s,86164.09054,The sidereal day is the interval,astronomical,,
siderealhour,siderealday,1|24,between two successive transits,astronomical,,
siderealminute,siderealhour,1|60,"of a star over the meridian,",astronomical,,
siderealsecond,siderealminute,1|60,or the time required  for the,astronomical,,
anomalisticmonth,day,27.55454977,Time for the moon to travel from,astronomical,,
nodicalmonth,day,27.2122199,The nodes are the points where,astronomical,,
draconicmonth,nodicalmonth,,an orbit crosses the ecliptic.,astronomical,,
draconiticmonth,nodicalmonth,,This is the time required to,astronomical,,
siderealmonth,day,27.321661,Time required for the moon to,astronomical,,
synodicmonth,lunarmonth,,Full moons occur when the sun,astronomical,,
lunation,synodicmonth,,and moon are on opposite sides,astronomical,,
lune,lunation,1|30,of the earth.  Since the earth,astronomical,,
lunour,lune,1|24,"moves around the sun, the moon",astronomical,,
year,tropicalyear,,,astronomical,,
yr,year,,,astronomical,,
month,year,1|12,,astronomical,,
mo,month,,,astronomical,,
lustrum,years,5,The Lustrum was a Roman,astronomical,,
decade,years,10,,astronomical,,
century,years,100,,astronomical,,
millennium,years,1000,,astronomical,,
millennia,millennium,,,astronomical,,
solaryear,year,,,astronomical,,
lunaryear,lunarmonth,12,,astronomical,,
calendaryear,day,365,,astronomical,,
commonyear,day,365,,astronomical,,
leapyear,day,366,,astronomical,,
julianyear,day,365.25,,astronomical,,
gregorianyear,day,365.2425,,astronomical,,
islamicyear,day,354,A year of 12 lunar months. They,astronomical,,
islamicleapyear,day,355,"began counting on July 16, AD 622",astronomical,,
islamicmonth,islamicyear,1|12,They have 29 day and 30 day months.,astronomical,,
mercuryday,day,58.6462,,astronomical,,
venusday,day,243.01,retrograde,astronomical,,
earthday,siderealday,,,astronomical,,
marsday,day,1.02595675,,astronomical,,
jupiterday,day,0.41354,,astronomical,,
saturnday,day,0.4375,,astronomical,,
uranusday,day,0.65,retrograde,astronomical,,
neptuneday,day,0.768,,astronomical,,
plutoday,day,6.3867,,astronomical,,
mercuryyear,julianyear,0.2408467,,astronomical,,
venusyear,julianyear,0.61519726,,astronomical,,
earthyear,siderealyear,,,astronomical,,
marsyear,julianyear,1.8808476,,astronomical,,
jupiteryear,julianyear,11.862615,,astronomical,,
saturnyear,julianyear,29.447498,,astronomical,,
uranusyear,julianyear,84.016846,,astronomical,,
neptuneyear,julianyear,164.79132,,astronomical,,
plutoyear,julianyear,247.92065,,astronomical,,
earthflattening,1|298.25642,,,astronomical,,
earthradius_equatorial,m,6378136.49,,astronomical,,
earthradius_polar,earthradius_equatorial,(-earthflattening+1),,astronomical,,
landarea,km^2,148.847e6,,astronomical,,
oceanarea,km^2,361.254e6,,astronomical,,
moonradius,km,1738,mean value,astronomical,,
sunradius,m,6.96e8,,astronomical,,
gauss_k,0.01720209895,,This beast has dimensions of,astronomical,,
astronomicalunit,m,149597870700,"IAU definition from 2012, exact",astronomical,,
au,astronomicalunit,,ephemeris for the above described,astronomical,,
pc,parsec,,from the sun to a point having,astronomical,,
solarmass,kg,1.9891e30,,astronomical,,
sunmass,solarmass,,,astronomical,,
sundist,au,1.0000010178,mean earth-sun distance,astronomical,,
moondist,m,3.844e8,mean earth-moon distance,astronomical,,
sundist_near,m,1.471e11,earth-sun distance at perihelion,astronomical,,
sundist_far,m,1.521e11,earth-sun distance at aphelion,astronomical,,
moondist_min		3.564e8,m	,,approximate least distance at,astronomical,,
moondist_max		4.067e8,m	,,approximate greatest distance at,astronomical,,
moonearthmassratio,0.012300034,,uncertainty 3e-9,astronomical,,
moonmass,earthmass,moonearthmassratio,,astronomical,,
oldmercurymass,kg,0.33022e24,,astronomical,,
oldvenusmass,kg,4.8690e24,,astronomical,,
oldmarsmass,kg,0.64191e24,,astronomical,,
oldjupitermass,kg,1898.8e24,,astronomical,,
oldsaturnmass,kg,568.5e24,,astronomical,,
olduranusmass,kg,86.625e24,,astronomical,,
oldneptunemass,kg,102.78e24,,astronomical,,
oldplutomass,kg,0.015e24,,astronomical,,
mercuryradius,km,2440,,astronomical,,
venusradius,km,6051.84,,astronomical,,
earthradius,km,6371.01,,astronomical,,
marsradius,km,3389.92,,astronomical,,
jupiterradius,km,69911,,astronomical,,
saturnradius,km,58232,,astronomical,,
uranusradius,km,25362,,astronomical,,
neptuneradius,km,24624,,astronomical,,
plutoradius,km,1151,,astronomical,,
moongravity,m/s^2,1.62,,astronomical,,
hubble,km/s/Mpc,70,approximate,astronomical,,
H0,hubble,,,astronomical,,
moonhp,lunarparallax,,horizontal parallax,astronomical,,
moonsd	asin(moonradius,moondist),/,Moon angular semidiameter at mean distance,astronomical,,true
sunsd	asin(sunradius,sundist),/,Sun angular semidiameter at mean distance,astronomical,,true
thermalcoulomb,J/K,,entropy,thermal,,
thermalampere,W/K,,entropy flow,thermal,,
thermalfarad,J/K^2,,,thermal,,
thermalohm,K^2/W,,thermal resistance,thermal,,
fourier,thermalohm,,,thermal,,
thermalhenry,K^2/W^2,J,thermal inductance,thermal,,
thermalvolt,K,,thermal potential difference,thermal,,
UK,UKlength_SJJ,,,british,,
UK-,UK,,,british,,
british-,UK,,,british,,
brnauticalmile,ft,6080,Used until 1970 when the UK,british,,
brcable,brnauticalmile,1|10,nautical mile.,british,,
admiraltymile,brnauticalmile,,,british,,
admiraltyknot,brknot,,,british,,
admiraltycable,brcable,,,british,,
seamile,ft,6000,,british,,
shackle,fathoms,15,Adopted 1949 by British navy,british,,
clove,lb,7,,british,,
stone,lb,14,,british,,
tod,lb,28,,british,,
brquarterweight,brhundredweight,1|4,,british,,
brhundredweight,stone,8,,british,,
longhundredweight,brhundredweight,,,british,,
longton,brhundredweight,20,,british,,
brton,longton,,,british,,
brminim,brdram,1|60,,british,,
brscruple,brdram,1|3,,british,,
fluidscruple,brscruple,,,british,,
brdram,brfloz,1|8,,british,,
brfluidounce,brpint,1|20,,british,,
brfloz,brfluidounce,,,british,,
brgill,brpint,1|4,,british,,
brpint,brquart,1|2,,british,,
brquart,brgallon,1|4,,british,,
brgallon,l,4.54609,The British Imperial gallon was,british,,
brbarrel,brgallon,36,Used for beer,british,,
brbushel,brgallon,8,,british,,
brheapedbushel,brbushel,1.278,,british,,
brquarter,brbushel,8,,british,,
brchaldron,brbushel,36,,british,,
bag,brbushel,4,,british,,
bucket,brgallon,4,,british,,
kilderkin,brfirkin,2,,british,,
last,brbushel,40,,british,,
noggin,brgill,,,british,,
pottle,brgallon,0.5,,british,,
pin,brgallon,4.5,,british,,
puncheon,brgallon,72,,british,,
seam,brbushel,8,,british,,
coomb,brbushel,4,,british,,
boll,brbushel,6,,british,,
firlot,boll,1|4,,british,,
brfirkin,brgallon,9,Used for ale and beer,british,,
cran,brgallon,37.5,"measures herring, about 750 fish",british,,
